title	city	hotels	hotels_price
桂林海洋世界周边酒店	桂林	"城市便捷酒店(桂林汽车南站万福广场店), 桂林工人疗养院住宿, 桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店)"	"88, 407, 128, 102, 68, 97, 75, 114"
驼峰周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
阳朔公园周边酒店	桂林	"阳朔赏榕客栈, 阳朔月舞度假酒店, 阳朔蔽龙阁古典乡村度假酒店, 水悦龙湾酒店(阳朔遇龙河十里画廊景区店), 云舞度假酒店(阳朔遇龙河店), 阳朔归园客栈, 阳朔雅乐轩精品民宿, 阳朔画景山庄"	"55, 480, 456, 223, 748, 100, 65, 712"
灵川周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
中央公园周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
阳朔山水园周边酒店	桂林	"阳朔伴闲居民宿, 阳朔大榕树景悦阁客栈, 阳朔十里画廊客栈, 阳朔客常居客栈, 喆啡酒店(阳朔十里画廊遇龙河店), 久栖·阳朔双江生态度假酒店, 阳朔时光九篇酒店(Yangshuo 9 Time Hotel ), 阳朔喜宁阁客栈"	"93, 139, 148, 116, 295, 149, 156, 220"
靖江王陵博物馆周边酒店	桂林	"润东酒店(桂林高新万达店), 桂林五丰宾馆, 桂林聆舍精品客栈高新万达店, 桂林宜家精装小户型酒店式公寓, 城市便捷酒店(桂林高新区万达店), 维也纳酒店(桂林七星万达广场店), 桂林周家宾馆, 桂林大隐·花墅客栈"	"58, 64, 139, 368, 84, 134, 79, 88"
刘三姐水上公园周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
父子岩周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
袖珍国周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
福利古镇周边酒店	桂林	"桂林桂林大家好客栈, 阳朔水埠头人家客栈, 阳朔看得见风景的房间客栈, 阳朔陶家客栈, 阳朔礼拜天酒店, 阳朔佳利酒店, 桂林董小姐旅舍客栈, 阳朔伊佳伊·印象农家乐"	"108, 398, 89, 80, 773, 64, 128, 148"
千家洞周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
月亮水岩周边酒店	桂林	"阳朔壹号农庄, UCPA乐天运动度假村(阳朔店), 阳朔陌上美宿·云谷山居, 桂林云谷山房客栈, 阳朔俊发客栈, 阳朔高田馨怡宾馆, 阳朔碧莲大酒店, 阳朔览月山庄"	"60, 258, 290, 550, 111, 60, 66, 238"
富里桥周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
燕子湖周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
螺蛳山周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
桂林灌阳千家峒周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
栖霞寺周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
雁山园周边酒店	桂林	"Club Med桂林度假村, 桂林前海旅馆, 桂林聚缘楼住宿部, 桂林博轩便捷酒店, 云逸休闲酒店(桂林雁山店), 一间客栈(桂林漓院店), 桂林柔禾旅社漓江学院店, 桂林天鹅之恋主题宾馆"	"984, 79, 86, 58, 118, 81, 78, 58"
龙门水岩周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
五排河漂流周边酒店	桂林	"城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店), 桂林华强宾馆, 桂林德盛便捷酒店"	"68, 97, 75, 114, 68, 178, 49, 49"
龙胜南山牧场周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
月光岛周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
古渔村周边酒店	桂林	"平阳百佳宾馆, 平阳国威商务宾馆, 平阳大源宾馆, 平阳宋雅宾馆, 平阳华阳宾馆, 瑞安瑞立外滩酒店, 瑞安飞云商务大酒店, 瑞安海曼岛精品酒店"	"158, 888, 165, 148, 80, 617, 59, 78"
马象奇石周边酒店	桂林	"城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店), 桂林华强宾馆, 桂林德盛便捷酒店"	"68, 97, 75, 114, 68, 178, 49, 49"
榕湖和杉湖周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
月牙山周边酒店	桂林	"宜诚酒店(桂林万福广场店), 桂林桂资宾馆, 桂林明利宾馆, 桂林豪荣宾馆, 桂林桂建商务酒店, 汉庭酒店(桂林南溪山公园店), 桂林小豪庭宾馆, 桂林凯嘉假日酒店"	"78, 50, 56, 46, 88, 97, 65, 58"
平安壮寨周边酒店	桂林	"龙脊梯田镇寨楼客栈, 龙脊梯田漫达客栈"	"102, 155"
桂林博物馆周边酒店	桂林	"金海宾馆(桂林瓦窑店), 桂林华安宾馆, 桂林旺鑫宾馆, 城市便捷酒店(桂林瓦窑店), 桂林祥发宾馆, 桂林春江宾馆, 桂林和桥宾馆七星店, 桂林大树脚酒店红街店"	"51, 77, 34, 68, 68, 68, 62, 61"
书童山周边酒店	桂林	"城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店), 桂林华强宾馆, 桂林德盛便捷酒店"	"68, 97, 75, 114, 68, 178, 49, 49"
山尾村周边酒店	桂林	龙胜过江龙新青年客栈	70
李宗仁故居周边酒店	桂林	桂林吉悦酒店	88
桂林园林植物园周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店)"	"128, 102, 68, 97, 75, 114, 68, 178"
桂林动物园周边酒店	桂林	"雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店), 桂林华强宾馆, 桂林德盛便捷酒店, 桂林德天宾馆, 宜诚酒店(桂林万福广场店), 桂林桂资宾馆"	"114, 68, 178, 49, 49, 49, 78, 50"
恭城孔庙周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
大野神境周边酒店	桂林	"桂林位东农庄, 桂林kuki特色民宿"	"150, 698"
遇龙河万景码头漂流周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
仙桂桥周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
花坪自然保护区周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
大岭山桃园周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
宝鼎瀑布周边酒店	桂林	"桂林南国花木度假别墅(宝鼎瀑布分店), 资源金泰宾馆, 资源鸿福宾馆, 资源温馨阁宾馆, 资源百憬酒店, 资源和谐宾馆, 资源浙商时尚酒店, 资源沈滩宾馆"	"139, 59, 49, 68, 89, 100, 68, 69"
动感6D影院周边酒店	桂林	"阳朔月舞度假酒店, 阳朔蔽龙阁古典乡村度假酒店, 水悦龙湾酒店(阳朔遇龙河十里画廊景区店), 云舞度假酒店(阳朔遇龙河店), 阳朔归园客栈, 阳朔雅乐轩精品民宿, 阳朔画景山庄, 阳朔畔江月客栈"	"480, 456, 223, 748, 100, 65, 712, 120"
福利周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
滨江公园周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
普陀山石刻周边酒店	桂林	"桂林凯嘉假日酒店, 桂林假日之星精品酒店, 桂林乐居宾馆, 柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店"	"58, 58, 51, 90, 42, 60, 68, 92"
资江漂流周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
蝴蝶谷瑶寨周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
大唐湾周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
九滩瀑布周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
平安梯田周边酒店	桂林	"龙脊梯田镇寨楼客栈, 龙脊梯田漫达客栈"	"102, 155"
武庙周边酒店	桂林	"恭城平安客栈, 恭城新茶江便捷酒店, 居家精品酒店(恭城滨江苑店), 恭城振鑫宾馆, 恭城怡佳宾馆, 恭城鑫源宾馆, 恭城如佳宾馆, 恭城雅居阁宾馆"	"159, 119, 142, 75, 158, 40, 55, 64"
白沙渔火周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
深里河周边酒店	桂林	龙胜过江龙新青年客栈	70
漓江钻石水道竹筏漂流周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
朗梓古民居周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
玉龙滩漂流周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
徐悲鸿故居周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
青厄古渡周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
神龙水世界周边酒店	桂林	"桂林漓江缘民宿, 桂林云轩客栈, 花筑·桂林神龙谷青岚居度假酒店, 桂林雨禾轩庄园"	"238, 220, 474, 78"
西山石窟周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
桂林美术馆周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林金鑫宾馆, 桂林湘桂旅馆(平山北路店)"	"128, 102, 68, 97, 75, 114, 68, 178"
海底龙宫周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
周渭祠周边酒店	桂林	"恭城平安客栈, 恭城新茶江便捷酒店, 居家精品酒店(恭城滨江苑店), 恭城振鑫宾馆, 恭城怡佳宾馆, 恭城鑫源宾馆, 恭城如佳宾馆, 恭城雅居阁宾馆"	"159, 119, 142, 75, 158, 40, 55, 64"
东江漂流区周边酒店	桂林	"桂林位东农庄, 桂林kuki特色民宿"	"150, 698"
古石城周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
孔庙周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
遇龙河兴隆漂流周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
漓源瀑布周边酒店	桂林	"兴安凯鑫宾馆, 兴安香樟小院民宿"	"58, 288"
玉龙滩周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
古严关周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
秀才看榜周边酒店	桂林	"阳朔七仙峰茶园客栈, 阳朔县益佳客栈, 桂林阳朔陈家花园西街分店客栈, 桂林兴坪山水美宿渔家乐(总统之旅店)"	"142, 69, 98, 448"
马君武墓周边酒店	桂林	"Club Med桂林度假村, 桂林前海旅馆, 桂林聚缘楼住宿部, 桂林博轩便捷酒店, 云逸休闲酒店(桂林雁山店), 一间客栈(桂林漓院店), 桂林柔禾旅社漓江学院店, 桂林天鹅之恋主题宾馆"	"984, 79, 86, 58, 118, 81, 78, 58"
榕津千年古街周边酒店	桂林	"桂林柳钢桂林疗养院, 维也纳酒店(桂林万福广场店), 城市便捷酒店(桂林瓦窑批发城店), 桂林鑫昌商务酒店, 骏怡商务酒店（桂林万福广场店）, 雅斯特酒店(桂林万福广场店), 桂林德盛便捷酒店, 桂林德天宾馆"	"128, 102, 68, 97, 75, 114, 49, 49"
兴坪古戏台周边酒店	桂林	"柠檬湾酒店(桂林高新万达店), 桂林美天宾馆, 浦江大酒店(桂林火车站店), 桂林南星谊美酒店, 桂林城市梦想酒店, 桂林四建精品酒店, 桂林鑫悦宾馆, 桂林豪帝宾馆"	"90, 42, 60, 68, 92, 107, 60, 150"
